location,bath,price,bhk,sqft
Magadi Road,2,51.89,2,1116.0
Old Madras Road,3,95.0,3,1480.0
Hormavu,2,50.0,2,1000.0
HSR Layout,2,46.0,2,1145.0
Bommasandra,1,32.0,2,800.0
Thanisandra,2,83.0,2,1265.0
Devanahalli,3,88.2,3,1700.0
BTM 2nd Stage,2,55.0,2,1265.0
Anandapura,2,58.0,2,1200.0
1st Phase JP Nagar,3,210.0,3,2180.0
Brookefield,2,50.0,2,1080.0
Whitefield,4,130.0,3,2023.0
Kalena Agrahara,3,166.0,3,1804.0
Other,2,200.0,2,1200.0
Hoodi,2,74.23,2,1108.0
Marathahalli,3,115.0,3,1730.0
Sarjapura - Attibele Road,2,31.77,2,1073.0
Ananth Nagar,2,37.0,2,960.0
Electronic City Phase II,2,32.49,2,1125.0
Brookefield,2,55.0,2,1230.0
Mahadevpura,2,89.0,2,1438.0
7th Phase JP Nagar,2,75.0,2,1080.0
Hebbal Kempapura,3,125.0,3,1200.0
Marathahalli,1,103.0,2,1200.0
Kaggadasapura,2,72.0,3,1560.0
Mallasandra,3,57.0,4,1810.0
Other,4,160.0,3,2274.24
Sonnenahalli,3,74.18,3,1484.0
Indira Nagar,3,220.0,3,1650.0
Thanisandra,4,184.0,3,2280.0
Other,5,980.0,5,4900.0
Frazer Town,3,220.0,3,2079.0
Bharathi Nagar,2,74.0,2,1351.0
Whitefield,5,400.0,4,3589.0
Channasandra,4,300.0,4,1800.0
Sarjapur  Road,2,55.0,2,984.0
Other,3,105.0,2,900.0
Bhoganhalli,2,75.97,2,1447.0
Margondanahalli,2,60.0,2,1140.0
Bommanahalli,2,34.0,2,1170.0
Poorna Pragna Layout,2,46.39,2,1160.0
Kanakpura Road,2,89.0,2,1296.0
Bellandur,2,48.0,2,1088.0
Hosa Road,3,98.18,3,1533.0
Rachenahalli,2,68.0,2,1100.0
Hebbal,3,48.0,2,1244.0
Hosa Road,2,68.59,2,1040.0
Begur Road,2,39.69,2,1260.0
Uttarahalli,2,41.3,2,1180.0
Thigalarapalya,2,100.0,2,1245.0
Other,3,75.0,3,1350.0
Other,2,10.0,1,470.0
Vijayanagar,2,60.0,2,920.0
Sarjapur,2,30.35,2,1124.0
Begur Road,2,71.42,2,1100.0
Vijayanagar,2,58.0,2,1019.0
Harlur,3,128.0,3,1756.0
Bommasandra,3,50.0,3,1280.0
Kenchenahalli,3,125.0,4,1200.0
Whitefield,4,118.0,3,2134.0
Hosa Road,2,98.0,2,1369.1
Other,4,150.0,3,1313.0
Other,4,155.0,3,2515.0
Hebbal,3,140.0,3,1800.0
Kudlu,3,79.0,3,1600.0
GM Palaya,2,35.0,2,1000.0
Cunningham Road,3,285.0,3,2275.0
Banashankari Stage III,2,59.0,3,1305.0
Binny Pete,3,150.0,3,1740.0
Malleshwaram,2,90.0,2,900.0
Benson Town,3,140.0,2,1567.0
Nagarbhavi,2,80.0,2,1050.0
Begur,4,185.0,3,3500.0
Dasarahalli,2,52.0,2,1220.0
Binny Pete,3,164.0,3,1970.0
Other,3,350.0,3,2665.0
Kanakapura,4,120.0,4,2130.0
Harlur,3,120.0,3,1749.0
Subramanyapura,2,108.0,2,1260.0
6th Phase JP Nagar,2,120.0,2,1170.0
Hennur Road,3,168.0,3,2264.0
Other,5,450.0,4,3500.0
Begur,2,55.0,2,1100.0
Chandapura,1,19.9,2,674.0
Koramangala,2,160.0,2,1320.0
Electronics City Phase 1,2,65.0,2,1125.0
Nagavara,2,44.5,2,1125.0
BTM Layout,2,75.0,3,1300.0
Magadi Road,2,60.0,3,1052.0
Devarachikkanahalli,2,36.0,2,1130.0
BTM 2nd Stage,3,220.0,3,2200.0
Gottigere,2,52.0,3,1230.0
Haralur Road,2,85.0,3,1520.0
Kanakpura Road,1,26.25,1,525.0
Hosa Road,2,61.0,2,1040.0
Old Airport Road,4,201.0,4,2690.0
Domlur,1,70.0,1,780.0
Panathur,2,51.2,2,1140.0
Nagavarapalya,1,25.84,1,646.0
Cox Town,3,150.0,3,1600.0
Kadugodi,4,125.0,3,1890.0
Kadugodi,2,34.0,2,1050.0
Green Glen Layout,3,160.0,3,1970.0
Balagere,2,67.0,2,1007.0
Doddathoguru,2,50.0,2,1105.0
Lakshminarayana Pura,3,150.0,3,1700.0
Raja Rajeshwari Nagar,2,50.0,2,1170.0
Chandapura,2,45.0,2,1080.0
Ramamurthy Nagar,2,57.9,2,1200.0
KR Puram,2,50.0,2,1040.0
Hosur Road,2,33.7,2,1085.0
NRI Layout,4,115.0,4,2150.0
Panathur,2,77.0,2,1210.0
Iblur Village,3,150.0,3,1920.0
Mysore Road,2,80.0,2,947.55
Malleshpalya,2,90.0,2,1421.0
Old Madras Road,2,74.31,3,1425.0
Whitefield,1,60.0,1,905.0
Hormavu,4,289.0,4,3500.0
Poorna Pragna Layout,6,450.0,7,2400.0
Ramagondanahalli,4,800.0,4,4200.0
Other,5,300.0,6,2400.0
Kumaraswami Layout,4,325.0,4,2600.0
Anjanapura,2,32.0,2,950.0
Banashankari Stage III,2,111.0,2,1304.0
7th Phase JP Nagar,3,200.0,3,2100.0
Budigere,3,85.0,3,1636.0
Green Glen Layout,3,125.0,3,1728.0
7th Phase JP Nagar,3,125.0,3,1680.0
Other,2,140.0,2,1235.0
Yelahanka,4,260.0,4,3990.0
Kasavanhalli,2,83.0,2,1495.0
Hennur Road,5,175.0,5,1500.0
Kanakpura Road,1,28.0,1,381.0
Other,5,570.0,4,3301.8
Hennur Road,3,120.0,3,2002.0
Other,3,260.0,3,3200.0
Banjara Layout,2,70.0,2,1200.0
Sarjapur  Road,3,235.0,4,1500.0
Bommasandra,3,90.0,3,1942.0
Thyagaraja Nagar,1,95.0,1,660.0
Other,3,90.0,3,1450.0
Old Madras Road,2,80.0,2,1210.0
Yelahanka,3,90.0,3,1620.0
Choodasandra,4,395.0,3,3204.0
Hebbal Kempapura,3,260.0,3,3408.0
Marathahalli,2,55.0,2,1314.0
Bisuvanahalli,2,33.0,2,945.0
Nehru Nagar,3,72.0,3,1374.0
Kanakpura Road,3,113.0,3,1603.0
Kengeri,2,52.0,3,1230.0
Basavangudi,1,50.0,1,670.0
Electronic City,1,39.9,2,770.0
Varthur,2,45.0,2,1085.0
Other,3,115.0,3,1893.0
Electronics City Phase 1,2,82.0,3,1550.0
Badavala Nagar,2,94.55,3,1494.0
Electronic City Phase II,2,69.0,2,1286.0
Haralur Road,2,45.0,2,1243.0
Brookefield,2,75.0,2,1200.0
Sarjapur,2,32.0,2,1044.0
7th Phase JP Nagar,2,41.59,2,1040.0
8th Phase JP Nagar,2,36.94,2,1125.0
Cunningham Road,3,662.0,3,3489.0
Vijayanagar,6,125.0,5,2400.0
KR Puram,5,560.0,5,4166.0
Lakshminarayana Pura,2,75.0,2,1210.0
8th Phase JP Nagar,3,110.0,4,1200.0
Raja Rajeshwari Nagar,2,51.15,2,1185.0
Kalena Agrahara,3,100.0,3,1450.0
Old Madras Road,3,121.0,3,1859.0
Rajaji Nagar,3,262.0,2,1763.0
Other,2,100.0,3,1200.0
Thanisandra,1,35.285,1,784.0
Kudlu,2,42.0,2,1027.0
Uttarahalli,2,40.08,2,1002.0
Uttarahalli,2,40.08,2,1002.0
Narayanapura,2,89.04,2,1308.0
Hennur Road,2,69.6,2,1232.0
Haralur Road,2,44.0,2,1027.0
Kalyan nagar,2,65.0,2,1250.0
Raja Rajeshwari Nagar,2,53.87,2,1255.0
Akshaya Nagar,3,84.0,3,1434.0
Doddathoguru,2,30.0,2,925.0
Jakkur,3,123.0,3,1858.0
Other,3,90.0,3,1500.0
Other,3,200.0,3,1200.0
Mysore Road,2,48.95,2,1020.0
Thanisandra,2,56.0,2,965.0
7th Phase JP Nagar,6,270.0,5,1800.0
Battarahalli,2,82.89,2,1636.0
Kundalahalli,3,125.0,3,1724.0
Yelahanka,1,36.25,1,654.0
Budigere,3,92.0,3,1636.0
Hennur Road,2,73.0,2,1195.0
Nagavara,3,251.0,3,2400.0
Whitefield,3,90.0,3,1452.0
Thanisandra,3,95.0,3,1546.0
Indira Nagar,3,275.0,3,1440.0
Indira Nagar,2,171.0,2,1475.0
Other,1,26.0,1,375.0
Balagere,2,66.0,2,1007.0
Hennur Road,2,47.0,2,1020.0
Other,2,150.0,2,1000.0
Other,3,59.5,2,800.0
Marathahalli,2,55.0,2,1125.0
Whitefield,5,240.0,4,2850.0
Other,2,85.0,2,1400.0
Kadugodi,2,61.0,2,1152.0
Subramanyapura,2,34.49,2,958.0
Bellandur,2,85.0,2,1310.0
Hosur Road,2,126.0,3,1590.0
Green Glen Layout,3,110.0,3,1645.0
Other,2,100.0,3,1800.0
Thanisandra,3,150.0,3,1795.0
8th Phase JP Nagar,2,35.0,2,1100.0
Thanisandra,1,38.535,1,777.0
Other,2,70.0,2,925.0
Bommanahalli,2,55.0,2,1020.0
Electronic City Phase II,2,32.92,2,1140.0
Anekal,2,45.0,3,967.0
Hebbal,4,203.0,4,2470.0
Thanisandra,3,110.0,3,1697.0
Varthur,2,47.0,2,1250.0
Gottigere,2,50.0,2,1120.0
NRI Layout,4,95.0,4,1200.0
Other,3,480.0,4,2400.0
Hebbal,2,52.0,2,1200.0
7th Phase JP Nagar,2,44.0,2,1100.0
Devarachikkanahalli,2,76.0,3,1417.0
Thanisandra,3,88.0,3,1492.0
Devanahalli,3,79.15,3,1498.0
Other,2,350.0,4,3500.0
Kundalahalli,2,48.27,2,1010.0
Hennur,2,53.5,2,1255.0
Channasandra,2,35.0,2,1050.0
Hegde Nagar,3,125.0,3,1847.0
Bellandur,2,37.28,2,982.0
Hegde Nagar,4,145.0,3,2144.6
Kengeri,2,36.5,2,750.0
Tindlu,2,52.0,2,1180.0
Other,4,255.0,3,2100.0
Haralur Road,2,46.0,2,1194.0
Thanisandra,3,122.0,3,2072.0
Rajaji Nagar,3,220.0,3,1640.0
Kaikondrahalli,2,81.5,2,1253.0
Hennur Road,2,54.92,2,1061.0
Marathahalli,3,115.0,3,1950.0
Marathahalli,2,68.0,2,1250.0
Kammasandra,2,37.0,2,1015.0
Marathahalli,2,56.8,2,1125.0
Electronic City Phase II,2,40.0,2,1116.0
Other,1,35.0,1,400.0
Kasavanhalli,4,325.0,4,4000.0
Hebbal,4,410.0,4,3900.0
Old Madras Road,2,100.0,2,1300.0
Raja Rajeshwari Nagar,2,60.42,2,1419.0
Thigalarapalya,4,152.0,3,2072.0
Kaggadasapura,2,58.58,2,1240.0
Chamrajpet,3,98.91,3,1565.0
KR Puram,5,310.0,5,3657.0
Hosa Road,2,62.0,2,1245.0
GM Palaya,3,65.0,3,1315.0
Kenchenahalli,2,73.0,3,1410.0
Dasarahalli,2,60.0,2,1375.0
Old Madras Road,2,95.0,2,1299.0
Bommasandra Industrial Area,3,45.0,2,1200.0
Other,2,156.0,2,985.0
Other,5,180.0,4,2400.0
Hebbal,2,95.0,3,1255.0
Hoodi,3,131.0,3,1655.0
Whitefield,5,190.0,4,2830.0
Other,2,40.0,1,825.0
Begur Road,3,111.0,3,1634.0
Banaswadi,2,80.0,2,1222.0
Gottigere,3,63.0,3,1500.0
Akshaya Nagar,4,100.0,3,1890.0
Hulimavu,1,39.5,2,850.0
Whitefield,2,78.5,2,1295.0
Sarjapur  Road,2,100.0,2,1320.0
Hebbal,4,225.0,4,1200.0
2nd Stage Nagarbhavi,3,170.0,4,3000.0
Harlur,2,82.0,2,1197.0
Whitefield,1,57.6,1,840.0
Whitefield,1,19.83,1,640.0
Raja Rajeshwari Nagar,3,71.38,3,1693.0
Kodihalli,2,62.0,2,1000.0
Babusapalaya,2,70.0,2,1305.0
Kodichikkanahalli,1,18.0,1,450.0
CV Raman Nagar,1,57.0,1,705.0
Tumkur Road,5,150.0,5,4800.0
Whitefield,3,104.0,3,1991.0
Battarahalli,3,90.0,3,1779.0
Banaswadi,2,38.0,2,870.0
Thanisandra,3,120.0,3,1595.0
Kanakpura Road,1,26.0,1,525.0
Other,4,420.0,6,2400.0
Iblur Village,4,138.0,3,2000.0
Yelahanka,3,93.0,3,1614.0
Gottigere,2,40.0,2,1200.0
Electronic City Phase II,3,46.0,3,1150.0
Indira Nagar,4,440.0,4,3200.0
Sonnenahalli,3,80.48,3,1610.0
Other,5,420.0,4,4800.0
7th Phase JP Nagar,2,97.0,3,1460.0
Other,3,400.0,3,3400.0
Other,1,33.0,1,600.0
Other,3,147.0,3,2600.0
Electronics City Phase 1,1,42.5,1,645.0
Other,3,180.0,4,1200.0
Mico Layout,2,80.0,2,800.0
Marathahalli,2,90.0,2,1350.0
BTM 2nd Stage,4,325.0,3,2780.0
Other,1,72.0,1,800.0
Bannerghatta Road,2,68.0,2,1215.0
Prithvi Layout,4,192.0,3,2273.0
Varthur Road,2,52.76,2,1255.0
Other,2,82.0,3,1225.0
Singasandra,2,60.0,2,1120.0
Kasavanhalli,2,69.0,3,1225.0
Indira Nagar,4,700.0,4,4000.0
Sarjapur  Road,4,145.0,3,1984.0
Old Madras Road,3,197.0,3,2425.0
ITPL,3,56.12,3,1200.0
Bommasandra,2,45.0,2,1127.0
Whitefield,3,97.0,3,1655.0
Ananth Nagar,1,14.0,1,500.0
Varthur,3,68.38,3,1200.0
Kaggadasapura,2,43.0,2,1000.0
CV Raman Nagar,2,47.88,2,1225.0
Hormavu,2,45.0,2,1350.0
Sahakara Nagar,2,49.0,2,1175.0
Other,1,27.0,1,655.0
Hosa Road,2,84.86,3,1311.0
CV Raman Nagar,2,38.5,2,1000.0
Other,2,96.0,2,1196.0
Kanakpura Road,2,59.0,3,1050.0
Other,5,395.0,4,2400.0
Hebbal,2,104.0,2,1333.0
Other,1,18.0,1,600.0
Koramangala,2,125.0,2,1370.0
Koramangala,2,85.0,2,1100.0
Haralur Road,3,100.0,3,1650.0
Kasavanhalli,3,132.0,3,1917.0
Billekahalli,2,58.11,2,950.0
8th Phase JP Nagar,2,43.55,2,1089.0
Kalena Agrahara,3,175.0,3,1804.0
Hoodi,2,68.5,2,1257.0
Sarjapur,1,19.87,1,650.0
Whitefield,3,150.0,3,1850.0
Other,4,200.0,4,2800.0
Vidyaranyapura,2,40.0,2,945.0
Koramangala,2,63.85,2,1161.0
Banashankari Stage V,3,51.35,3,1630.0
Whitefield,3,67.77,3,1200.0
Nagavara,2,70.0,2,1315.0
Sahakara Nagar,2,90.0,3,1370.0
Bellandur,3,90.0,2,1465.0
Electronic City,2,64.0,2,1128.0
Hebbal,3,117.0,3,1645.0
Horamavu Agara,2,75.0,3,1284.0
Hebbal,3,199.0,3,2600.0
Kodigehalli,3,150.0,3,1820.0
Haralur Road,3,73.0,3,1580.0
Akshaya Nagar,3,125.0,3,2650.0
Bannerghatta Road,2,68.0,2,1215.0
Uttarahalli,2,40.0,2,1075.0
Bisuvanahalli,2,30.0,2,845.0
Other,2,85.0,2,800.0
Panathur,2,85.0,2,1199.0
Gunjur,2,43.48,2,1175.0
Sahakara Nagar,3,270.0,3,2400.0
Bellandur,3,109.0,3,1767.0
Talaghattapura,3,135.0,3,1856.0
R.T. Nagar,3,140.0,3,1200.0
Whitefield,2,90.0,2,1290.0
Kasavanhalli,2,78.0,2,1375.0
Other,4,200.0,4,1200.0
Singasandra,2,37.5,2,1099.0
Electronic City,1,13.31,1,605.0
Other,12,150.0,11,6000.0
Marathahalli,2,53.0,2,1200.0
Hulimavu,2,45.0,2,1000.0
Sarjapur  Road,5,340.0,5,3692.0
Other,2,80.0,2,600.0
BTM Layout,2,78.0,3,1540.0
Other,2,93.0,3,1503.0
Ambedkar Nagar,4,120.0,3,1850.0
Mico Layout,2,39.25,2,1190.0
Jakkur,1,19.9,2,850.0
Domlur,3,285.0,3,2180.0
ITPL,3,56.12,3,1200.0
Thanisandra,3,120.0,3,1880.0
Padmanabhanagar,2,45.0,2,1150.0
Kasavanhalli,4,344.0,4,4408.0
Bellandur,2,35.11,2,924.0
Karuna Nagar,3,175.0,3,1962.0
Bannerghatta Road,3,115.0,3,1894.0
Sector 7 HSR Layout,3,142.0,3,1760.0
Kothanur,3,97.0,3,1790.0
Kengeri,4,160.0,4,2540.0
Mahadevpura,2,53.4,2,1137.0
Jakkur,4,229.0,4,3181.0
Mysore Road,2,100.0,3,1568.0
AECS Layout,2,60.0,2,1308.0
Other,4,350.0,4,3060.0
Other,1,32.0,1,800.0
Electronic City,1,13.5,1,530.0
Other,4,235.0,4,1200.0
Subramanyapura,2,33.53,2,958.0
Thigalarapalya,4,160.0,3,2072.0
Talaghattapura,3,159.0,3,2273.0
Thanisandra,1,50.0,1,760.0
Dommasandra,2,43.5,2,1090.0
Thigalarapalya,4,155.0,3,2072.0
Bellandur,3,230.0,3,2666.0
Sarjapur  Road,2,89.0,3,1550.0
Ramagondanahalli,2,50.0,2,1251.0
Electronic City,2,53.0,2,1070.0
Kalena Agrahara,2,45.0,2,1200.0
Panathur,2,40.0,2,1000.0
Raja Rajeshwari Nagar,9,240.0,9,3600.0
Other,1,35.0,1,600.0
Uttarahalli,2,40.43,2,1155.0
Magadi Road,3,98.0,3,1200.0
Budigere,2,65.0,2,1149.0
Choodasandra,4,375.0,4,3200.0
Hegde Nagar,3,119.0,3,1718.0
Banashankari,2,77.0,2,1330.0
Hormavu,2,68.0,2,1200.0
Bannerghatta Road,3,89.0,3,1693.0
Koramangala,2,165.0,2,1249.0
Thanisandra,4,125.0,3,1800.0
Margondanahalli,2,55.0,2,900.0
NGR Layout,2,46.0,2,1020.0
Panathur,1,40.0,1,661.0
Bannerghatta Road,2,60.16,2,1280.0
Hosur Road,2,48.0,2,1170.0
Thanisandra,2,58.0,1,933.0
Banjara Layout,2,64.8,2,1050.0
Harlur,2,90.0,2,1303.0
Raja Rajeshwari Nagar,2,40.54,2,1196.0
Nagarbhavi,3,180.0,5,2500.0
Akshaya Nagar,2,87.0,3,1419.0
Banashankari,2,49.0,2,1200.0
7th Phase JP Nagar,2,65.0,2,1120.0
Electronics City Phase 1,1,45.4,1,762.5
Electronics City Phase 1,2,75.0,2,1245.0
Other,4,428.0,4,3978.0
Channasandra,2,34.0,2,1093.0
Hebbal,2,97.0,2,1345.0
Vijayanagar,2,86.0,2,1180.0
NGR Layout,2,48.45,2,1020.0
Konanakunte,4,511.0,4,3621.0
Other,3,170.0,3,2008.0
CV Raman Nagar,2,55.0,2,1020.0
Other,3,142.0,3,2095.0
Gunjur,3,62.63,3,1362.0
Yelahanka,1,30.84,1,694.0
Vittasandra,2,70.0,2,1404.0
Electronic City Phase II,2,47.0,3,1192.0
Vittasandra,2,67.48,2,1259.0
Indira Nagar,1,60.0,1,850.0
Sarjapur  Road,4,180.0,3,1900.0
Ambedkar Nagar,2,86.0,2,1367.0
Sarjapur,2,42.0,2,1175.0
R.T. Nagar,4,400.0,4,2800.0
Hoskote,2,33.6,2,1095.0
Attibele,1,19.55,1,782.0
Gubbalala,2,80.0,3,1435.0
Choodasandra,2,36.0,2,725.0
Hosakerehalli,4,300.0,4,3205.0
Nehru Nagar,3,90.0,3,1674.0
Haralur Road,2,46.0,2,1243.0
Kanakpura Road,3,130.0,3,1703.0
Horamavu Agara,2,41.21,2,1145.0
Whitefield,2,75.0,2,1216.0
7th Phase JP Nagar,3,60.0,2,1100.0
Sarjapur  Road,5,201.0,4,2425.0
Kothanur,4,175.0,4,2700.0
Raja Rajeshwari Nagar,2,40.54,2,1196.0
Kanakpura Road,3,90.0,3,1600.0
Banashankari Stage V,3,47.57,3,1510.0
Hosakerehalli,4,326.0,4,3033.0
Pai Layout,2,72.0,2,780.0
Haralur Road,2,47.0,2,1194.0
Banashankari Stage II,2,110.0,2,1250.0
Horamavu Agara,4,100.0,4,1250.0
Other,4,160.0,4,1350.0
Laggere,2,48.0,1,620.0
Hennur Road,2,45.0,2,1020.0
Bhoganhalli,2,100.0,2,1181.7
Sarjapur  Road,3,113.0,3,1691.0
KR Puram,4,83.0,4,1200.0
Banaswadi,2,60.0,2,1200.0
Old Airport Road,2,50.0,2,1050.0
Kathriguppe,3,77.99,3,1300.0
Whitefield,2,94.84,2,1356.0
Whitefield,2,103.0,2,1338.0
Other,1,20.0,1,500.0
Other,2,100.0,3,1280.0
Anekal,1,23.5,2,620.0
Thanisandra,3,110.0,3,1917.0
Thubarahalli,3,175.0,3,2625.0
Sahakara Nagar,2,55.0,2,1100.0
Hennur Road,3,128.0,3,2041.0
Sarjapur  Road,4,160.0,3,2070.0
Other,3,110.0,3,1650.0
Ambedkar Nagar,4,255.0,4,3565.0
HSR Layout,2,65.0,2,1142.0
Hosa Road,2,32.8,2,1063.0
Kammanahalli,2,60.0,2,1100.0
Other,2,85.0,2,1044.0
6th Phase JP Nagar,2,60.0,2,1216.0
Hosur Road,2,108.0,2,1345.0
Marathahalli,2,130.0,2,1248.0
Other,4,325.0,4,1830.0
Other,1,130.0,2,900.0
Bellandur,4,245.0,4,3600.0
Uttarahalli,2,35.88,2,1025.0
Other,1,99.0,2,840.0
EPIP Zone,3,268.0,3,2500.0
Babusapalaya,2,55.99,2,1450.0
Raja Rajeshwari Nagar,2,70.0,2,1160.0
Yelahanka New Town,3,350.0,3,2700.0
Uttarahalli,2,47.65,2,1125.0
Raja Rajeshwari Nagar,2,38.37,2,1133.0
Arekere,2,60.0,2,1240.0
Devanahalli,3,77.59,3,1466.0
Other,4,411.0,4,3870.0
Ramagondanahalli,2,115.0,3,1610.0
Kaggadasapura,2,48.0,2,1225.0
Akshaya Nagar,2,54.0,2,1300.0
Thanisandra,4,123.0,3,1996.0
Rajaji Nagar,3,240.0,3,1800.0
Other,3,175.0,3,1835.0
Sarjapur  Road,3,90.0,3,1435.0
Rayasandra,3,70.0,3,1601.0
Kadubeesanahalli,2,93.0,2,1257.0
Kasavanhalli,2,95.0,2,1309.0
Yeshwanthpur,2,100.0,2,1362.0
Banashankari,2,67.0,2,1185.0
7th Phase JP Nagar,3,120.0,3,1790.0
Whitefield,4,208.0,3,3450.0
Budigere,1,27.375,1,693.0
Devanahalli,1,39.0,1,775.0
Hoodi,2,48.0,2,1000.0
Thanisandra,2,77.25,2,1183.0
Binny Pete,3,178.0,3,1282.0
Other,1,15.0,1,425.0
Hebbal,2,52.0,2,1200.0
Ramagondanahalli,2,43.6,2,1151.0
Hegde Nagar,3,123.0,3,1847.0
Devanahalli,2,49.87,1,1020.0
Somasundara Palya,3,95.0,3,1650.0
Other,4,242.0,4,2380.0
Begur Road,2,44.0,2,1160.0
Brookefield,2,49.0,2,1089.0
Yelahanka,2,60.0,2,1115.0
Kudlu Gate,2,45.0,2,1215.0
Kannamangala,3,104.0,3,1536.0
Hennur,2,55.5,2,1255.0
Electronic City,3,83.0,3,1571.0
Other,1,70.0,2,900.0
Other,2,125.0,2,1517.0
Budigere,1,35.4,1,664.0
Devarachikkanahalli,2,58.0,2,1230.0
Hegde Nagar,2,72.0,2,1340.0
Benson Town,4,600.0,4,3569.0
Sarjapur,2,43.1,2,1240.0
Other,2,150.0,3,1359.9900000000002
Kanakpura Road,1,29.25,1,525.0
7th Phase JP Nagar,3,117.0,3,1680.0
Gunjur,2,51.0,2,1071.0
Other,3,455.0,3,3144.0
Kalyan nagar,2,60.0,2,1190.0
Pattandur Agrahara,2,80.0,3,1550.0
Mallasandra,2,73.0,2,1325.0
Hennur,2,44.55,2,1100.0
Talaghattapura,3,147.0,3,2099.0
Hebbal Kempapura,3,132.0,2,1485.0
Hosur Road,2,55.0,2,1250.0
Bellandur,2,46.79,2,1170.0
Kanakpura Road,2,91.06,2,1328.0
Hennur Road,2,87.0,2,1232.0
1st Phase JP Nagar,2,88.5,2,1180.0
Electronic City,3,66.0,3,1350.0
Other,4,280.0,4,3602.0
Nagasandra,4,145.0,4,2400.0
Electronic City Phase II,2,32.0,2,1020.0
Other,3,120.0,3,2159.0
Hennur,2,57.5,2,1255.0
Other,3,72.0,3,1200.0
Tumkur Road,1,31.315,1,728.5
Bommanahalli,2,100.0,3,1660.0
Other,3,175.0,6,1850.0
Other,1,34.0,1,510.0
Mahadevpura,3,95.0,3,1601.0
Begur Road,2,42.0,2,952.0
Other,2,260.0,3,2700.0
Electronic City Phase II,3,97.0,4,1900.0
Other,2,175.0,3,1350.0
Haralur Road,2,96.0,3,1520.0
Yelenahalli,2,50.0,2,1175.0
Bharathi Nagar,2,68.0,2,1432.0
Bommasandra Industrial Area,2,39.77,2,1005.0
Rajiv Nagar,2,80.0,2,1309.0
Other,4,370.0,3,2251.0
7th Phase JP Nagar,2,77.0,2,1050.0
Sanjay nagar,3,310.0,3,2400.0
Other,2,56.0,2,940.0
BTM 2nd Stage,2,360.0,3,2400.0
Electronic City,3,110.0,3,1652.0
Rajiv Nagar,4,145.0,4,2340.0
Koramangala,2,179.0,2,1084.0
Kammanahalli,1,81.0,2,1200.0
HBR Layout,5,320.0,4,2400.0
Electronic City Phase II,2,27.43,2,1020.0
Whitefield,2,90.33,2,1267.0
Bhoganhalli,4,185.0,4,2439.0
Other,3,95.0,3,1645.0
Sahakara Nagar,2,75.0,3,1100.0
Ananth Nagar,2,29.7,2,1000.0
KR Puram,6,58.0,6,2500.0
Kalyan nagar,2,44.5,2,1086.0
Kengeri,1,18.0,1,416.0
Hennur Road,2,52.23,2,1066.0
Marathahalli,5,175.0,4,2500.0
Subramanyapura,2,55.0,2,960.0
Haralur Road,3,83.05,3,1510.0
Old Madras Road,3,142.0,3,2300.0
Other,2,63.0,2,1000.0
Poorna Pragna Layout,2,46.39,2,1160.0
Seegehalli,2,45.0,2,1134.0
Horamavu Agara,3,80.0,5,2400.0
Whitefield,4,143.0,4,2400.0
Sarjapur,2,42.0,2,1032.0
Other,3,117.0,3,1998.0
Murugeshpalya,2,48.0,2,1225.0
Sarjapur  Road,2,67.0,2,1262.0
Badavala Nagar,3,115.0,3,1842.0
Kothannur,2,38.6,2,1070.0
TC Palaya,2,70.0,2,1000.0
Kadugodi,2,56.0,2,1394.0
Amruthahalli,2,85.0,3,1450.0
Banaswadi,1,35.0,1,527.0
Sarjapur  Road,3,125.0,3,1693.0
Horamavu Agara,2,46.0,2,1000.0
Kogilu,2,49.0,2,952.0
Malleshwaram,4,270.0,3,2050.0
Kengeri,1,14.0,1,1200.0
Hebbal Kempapura,2,108.0,2,1400.0
Sarjapur  Road,3,125.0,3,1826.0
Hosur Road,3,103.0,3,1689.0
Hennur,2,48.0,2,960.0
Channasandra,2,40.0,2,808.0
Kodichikkanahalli,2,38.5,2,907.0
Uttarahalli,2,55.0,2,1300.0
Other,3,150.0,3,1804.0
Other,3,81.0,3,1350.0
Whitefield,3,125.0,3,1836.0
Hormavu,2,68.0,2,1200.0
Other,3,300.0,4,3000.0
Indira Nagar,4,405.0,4,2400.0
6th Phase JP Nagar,2,80.0,2,1460.0
Hoskote,4,140.0,4,1200.0
BTM 2nd Stage,2,56.0,2,965.0
Kothannur,4,95.0,4,2000.0
Sarjapur  Road,3,116.0,3,1660.0
Kanakpura Road,2,82.0,2,1204.0
Thigalarapalya,4,153.0,3,2072.0
Haralur Road,2,65.0,2,1056.0
Hebbal,2,62.0,2,985.0
Banashankari Stage V,2,49.0,3,1315.0
KR Puram,2,22.0,2,734.0
Kammanahalli,4,200.0,4,2900.0
Yelahanka,4,140.0,3,2317.0
Singasandra,1,45.0,1,600.0
Attibele,2,25.0,2,656.0
Attibele,1,11.5,1,400.0
Yeshwanthpur,1,36.8,1,666.0
Kadubeesanahalli,5,425.0,4,3293.0
7th Phase JP Nagar,2,47.0,2,1174.0
Narayanapura,5,85.0,5,2400.0
Marathahalli,2,47.0,2,957.0
Banashankari Stage III,2,160.0,2,910.0
Banashankari,2,50.0,2,1000.0
Kodihalli,5,335.0,4,3197.0
Kanakpura Road,3,130.0,3,1703.0
Kaval Byrasandra,2,41.5,2,1125.0
Brookefield,2,56.0,2,1130.0
Iblur Village,5,279.0,4,3596.0
